지역,원본행,세부사업명,주요내용,주요내용_정제
대전,2618.0,효문화지원센터 운영,"위탁기간:'14.1월~'16.12월 • 효실천교육,학술세미나등",90세 30만원 • 95세 50만원 • 100세 100만원
대전,2619.0,효문화 정착을 위한 효행 장려여건 마련,효행자 : 10명 • 노인복지기여자 : 28명,홀로사는 노인 250명 • 1인당 6만원상당 생일상
대전,2620.0,충효예교실 운영,"교육대상 : 1,300명(초중고생등) • 교육장소 : 경로당, 사회복지관 등","동구아카데미운영 • 4개과정, 600명"
대전,2621.0,동구 충효예교실 운영,"교육대상 : 400명(초중고생등) • 교육장소 : 경로당, 사회복지관등 16개소",인생100세 행복맞춤프로그램 운영
대전,2622.0,서구 충효예교실 운영,"교육대상 : 200명(초중고생등) • 교육장소 : 경로당, 사회복지관등 10개소","노인종합체육대회, 어버이날행사지원 노인의날 행사 지원"
대전,2623.0,장수축하금 지급,90세 30만원 • 95세 50만원 • 100세 100만원,"어버이날, 노인의날, 노인체육대회, 지도자 연수교육"
대전,2624.0,동구 홀로사는 노인 생일상 차려주기,홀로사는 노인 250명 • 1인당 6만원상당 생일상,노인의 날 행사 지원
대전,2625.0,동구 아카데미 운영,"동구아카데미운영 • 4개과정, 600명","건강, 교양, 취미 프로그램 운영 • 130명 급식"
대전,2626.0,동구 인생100세 행복맞춤 프로그램 운영,인생100세 행복맞춤프로그램 운영,"구인업체 230기업, 참여인원 7,500명"
대전,2630.0,유등노인복지관 개관운영,"건강, 교양, 취미 프로그램 운영 • 130명 급식","신문·TV 등 언론홍보·도시철도, LED전광판 등"
대전,2635.0,여성 취 ․ 창업박람회 개최,"구인업체 230기업, 참여인원 7,500명","보육정책위원회운영(4회) • 보육사업안내 지침 제작(1,500부)"
대전,2636.0,금빛평생교육봉사단 운영,봉사단 연수실시 • 봉사활동에 따른 실비지급,"저출산대책홍보 및 인구교육 • 일반시민, 학생 등 51회"
대전,2639.0,미혼남녀 맞선 프로젝트,대전시거주 미혼남녀 • 미혼자 매칭,"임산부, 신혼부부 등 1,000명 • 상하반기 각1회"
대전,2640.0,심통박통 내짝을 찾아라,공공기관직원 맞선 추진 • 기관장이 중매쟁이,"12세이하 자녀 3명이상인 가정 • 참여업체, 공공시설이용료 감면"
대전,2642.0,출산장려 언론캠페인 등 홍보,"신문 ․ TV 등 언론홍보 • 도시철도, LED전광판 등","배달강좌, 연합교양대학, 인문학강좌, 시민대학 • 연인원 82,800명 참여"
대전,2643.0,영유아보육수범도시 육성 홍보,"보육정책위원회운영(4회) • 보육사업안내 지침 제작(1,500부)",대전시민대학 : 초등과정(2학급) • 대전평생학습관 : 중등과정(5학급)
대전,2644.0,출산장려시책 홍보 및 인구교육,"저출산대책홍보 및 인구교육 • 일반시민, 학생 등 51회","'14.9~11월, 매주 금요일(총 10회)"
대전,2645.0,지역방송과 함께하는 예비부모 강좌,"임산부, 신혼부부 등 1,000명 • 상하반기 각1회","관-학-연공동협력으로 과학대중화 프로 그램 운영 • 청소년 7,000명"
대전,2646.0,다자녀가정 꿈나무사랑카드 발급,"12세이하 자녀 3명이상인 가정 • 참여업체, 공공시설이용료 감면",종이서식 작성이 어려운 다문화가족 등 • 시스템구축 완료에 따른 유지보수비
대전,2647.0,평생교육진흥원 운영,"배달강좌, 연합교양대학, 인문학강좌, 시민 대학 • 연인원 82,800명 참여",다자녀 교원 전보시 인사 가산점부여 • 지방공무원대체인력인건비지원
대전,2648.0,성인문해교육프로그램운영,대전시민대학 : 초등과정(2학급) • 대전평생학습관 : 중등과정(5학급),5월 가정의 달을 맞이하여 가족구성원들의 행복한 모습이 담긴 가족사진 공모전 개최
대전,2649.0,서람이 자치대학 운영,"'14.9~11월, 매주 금요일(총 10회)",출산의 중요성과 필요성에 대한인식개선 • 태교음악회(250명)
대전,2650.0,꿈나무과학멘토 사업,"관-학-연공동협력으로 과학대중화 프로 그램 운영 • 청소년 7,000명",관내 주민 모두
대전,2656.0,가족행복 사진공모전,5월 가정의 달을 맞이하여 가족구성원들의 행복한 모습이 담긴 가족사진 공모전 개최,직장 보육시설 위탁 운영
대전,2657.0,행복한유성 태교음악회,출산의 중요성과 필요성에 대한인식개선 • 태교음악회(250명),임신 직원 당직근무 제외 : 15명
부산,770.0,어린이집 차량운영비 지원,어린이집의 차량운영을 지원함(대상: 정부 지원 어린이집),"19명 예상, 출산휴가, 육아휴직 대체인력 인건비"
부산,771.0,육아휴직제도 개선,"19명 예상, 출산휴가, 육아휴직 대체인력 인건비",
부산,776.0,임신 및 2세미만 자녀 당직근무제외,,"지원내용 : 출산 축하 지원 - 꽃바구니 (50천원), 출산용품비 (50천원)"
부산,777.0,출산축하 꽃바구니 및 출산용품지원,"지원내용 : 출산 축하 지원 - 꽃바구니 (50천원), 출산용품비 (50천원)",출생일 1개월전 거주자 둘째 이후 출산가정 지원
부산,778.0,둘째자녀 이후 출산축하금 지급,출생일 1개월전 거주자 둘째 이후 출산가정 지원,2015년 자녀를 출산한 직원에게 축하 포인트 지급
부산,779.0,출산직원 출산 축하금 지급,2015년 자녀를 출산한 직원에게 축하 포인트 지급,가구당 20만원 상당의 출산 육아용품 지원
부산,780.0,해피맘 프로젝트 '오마이 베이비'추진,가구당 20만원 상당의 출산 육아용품 지원,"금성동 주민중 출생신고자 출생축하금 지급(10만원), 민간 지원 사업"
부산,781.0,2016년 출생신고자 출생축하금 지원,"금성동 주민중 출생신고자 출생 축하금 지급(10만원), 민간 지원 사업",출생 ․ 혼인신고와 연계한 정부3.0 행복출산 ․ 임신서비스
부산,782.0,정부3.0 원스톱 행복바구니센터,출생 ․ 혼인신고와 연계한 정부3.0 행복출산 ․ 임신서비스,가정방문 출생신고 및 출산관련 복지서비스 통합 신청
부산,785.0,"신혼부부,출생아 축하엽서 발송","출생, 신혼부부 축하 엽서 발송",관내 신혼부부중 결혼후 1년 이내 첫임신 계획중인 예비산모 무료 산전검사
부산,786.0,신혼부부(예비산모) 산전검사 지원,관내 신혼부부중 결혼후 1년 이내 첫임신 계획중인 예비산모 무료 산전검사,출생신고시 출산 축하 선물(주민자치회 예산지원)
부산,800.0,출산기념 축하 미역 지원,출생신고시 출생축하 미역 선물 (주민자치회 지원),임신24~28주 임신부 임신성당뇨 무료 검사
부산,802.0,임신성당뇨선별검사,임신24~28주 임신부 임신성당뇨 무료 검사,"건강검진 및 장례식장 할인 10~50% (병원협약, 지원)"
부산,804.0,가족 건강검진 및 장례식장 이용 협약,"건강검진 및 장례식장 할인 10~50% (병원협약, 지원)",직원들에게 1인당 20만원 건강검진비 지원
부산,805.0,육아시간 확대 및 모성보호시간 신설,육아 보호 및 임신공무원 태아보호 시간 부여,직원자녀 대상 만5세 이상 아동 보육시설 운영
부산,806.0,직원 건강검진비 지원,직원들에게 1인당 20만원 건강검진비 지원,"장난감 도서관내 독서, 장난감 무료대여 등"
부산,807.0,직장보육시설 운영,직원자녀 대상 만5세 이상 아동 보육시설 운영,"아동, 여성 성범죄예방 홍보 캠페인"
부산,808.0,장난감 도서관 운영,"장난감 도서관내 독서, 장난감 무료대여 등",106개소 냉방비 21.2백만원 지원 • 106개소 난방비 42.2백만원 지원
부산,809.0,여성 ․ 아동 안심지킴이단 운영,"아동, 여성 성범죄예방 홍보 캠페인","셋째 이후 출생아 258명 66,748천원 건강보험료 지원"
부산,810.0,민간 ․ 가정어린이집 냉 ․ 난방비 지원,106개소 냉방비 21.2백만원 지원 • 106개소 난방비 42.2백만원 지원,"둘째출생아 533명 106,600천원 지급 • 셋째 이후 출생아 167명115,400천원 지급"
부산,811.0,출생아 건강보험 가입비 지원,"셋째 이후 출생아 258명 66,748천원 건강보험료 지원",성년의 날 행사비 지원
부산,812.0,출산축하금 지원,"둘째출생아 533명 106,600천원 지급 • 셋째 이후 출생아 167명115,400천원 지급",우리아기 성장일기 포스터 제작 1000매
부산,814.0,모자보건사업 홍보물 제작 ․ 배부,우리아기 성장일기 포스터 제작 1000매,임산부 철분제 및 엽산제 지급
부산,817.0,출산장려시책 (출산축하포인트),본인 또는 배우자가 출산한 공무원에게 복지포인트 지급,"어린이집 44개소 55,594천원 지원"
부산,818.0,출산휴가 육아휴직자 업무대행 기간제근로자 채용,"출산휴가, 육아휴직 업무대행 기간제 근로자 채용 인건비","어린이집 16개소 91,500천원 지원"
부산,822.0,어린이집 난방비 지원,"어린이집 44개소 55,594천원 지원","당해년도 둘째아 출산 10만원, 셋째아 출산 50만원 1회, 이주여성자녀 출산 20만원 1회 지급: 870명"
부산,823.0,어린이집 차량운영비 지원,"어린이집 16개소 91,500천원 지원",당해연도 첫돌을 맞는 셋째자녀 및 이주 여성 출산가정에 첫돌 기념촬영권(15만원 상당)을 지급: 120명
부산,824.0,자녀 출산 축하금,"당해년도 둘째아 출산 10만원, 셋째아 출산 50만원 1회, 이주여성자녀 출산 20만원 1회 지급: 870명",관내 어린이집 및 유치원에 동절기 난방비 지원: 103개소
부산,825.0,첫돌 축하 사업,당해연도 첫돌을 맞는 셋째자녀 및 이주 여성 출산가정에 첫돌 기념촬영권(15만원 상당)을 지급: 120명,아이를 출산하여 가정을 이루고 사는 이주여성 가정에 고국방문 항공권 및 체제비 일부 지원 :1가정
부산,826.0,어린이집 및 유치원 난방비 지원,관내 어린이집 및 유치원에 동절기 난방비 지원: 103개소,다문화가정 출산산모에게 30만상당의 출산용품 증정: 15가정
부산,827.0,여성결혼이민자 고국방문 지원사업,아이를 출산하여 가정을 이루고 사는 이주여성 가정에 고국방문 항공권 및 체제비 일부 지원 :1가정,가족단위 다양한 문화활동 시행
부산,828.0,다문화가정 행복만들기 사업,다문화가정 출산산모에게 30만상당의 출산용품 증정: 15가정,연산1동내 영유아가 있는 가정에 유아용품 3개월 무상 대여
부산,830.0,유아용품 대여 서비스 사업,연산1동내 영유아가 있는 가정에 유아용품 3개월 무상 대여,임산부 직원에게 의자 및 전자파차단 앞치마 등 임산부용품 지원 : 11명
부산,831.0,베이비플러스 사업,가족사랑 걷기 대회 등 개최,가족사랑 카드(다자녀 우대카드) 소지자 에게 구청 부설주차장 주차요금 50% 감면
부산,832.0,임신 직원 임산부용품 지원,임산부 직원에게 의자 및 전자파차단 앞치마 등 임산부용품 지원 : 11명,민원실내 임신부 전용 민원 창구 설치 운영
부산,833.0,구청사 부설주차장 주차요금 감면,가족사랑 카드(다자녀 우대카드) 소지자 에게 구청 부설주차장 주차요금 50% 감면,구청방문 임산부 배려 전용창구 설치
부산,834.0,임신부 전용창구 운영,민원실내 임신부 전용 민원 창구 설치 운영,"쓰레기 종량제 봉투(10L)를 이용 출상장려 문구 인쇄 홍보 : 978,000매"
부산,836.0,쓰레기종량제봉투활용 출산장려홍보사업,"쓰레기 종량제 봉투(10L)를 이용 출상장려 문구 인쇄 홍보 : 978,000매",고유문화인 성년례에 대한 전통문화 체험
부산,839.0,청소년 자연체험교실 운영,전남 구례군에 주관하는 문화체험 행사,둘째 이후 출산가정에 출산장려금 지원 (둘째 ․ 셋째: 1회 20만원/넷째 이후: 1회 50만원)
부산,840.0,청년예술인 일자리창출 프로젝트 워킹그룹,예체능계 졸업자 양성교육 및 취업 지원,셋째 이후 출생아 건강보험료 지원(월 2만원 이하)
부산,841.0,둘째이후 자녀 출산장려금 지원,둘째 이후 출산가정에 출산장려금 지원 (둘째 ․ 셋째: 1회 20만원/넷째 이후: 1회 50만원),출생신고 시 또는 만 2세 이하 유아가정에 신청을 통한 탄생증 발급
부산,842.0,셋째이후 출생아 건강보험료 지원,셋째 이후 출생아 건강보험료 지원(월 2만원 이하),출산 직원 1인당 10만원 상당의 육아용품 물품교환권 지급
부산,846.0,수영둥이 탄생 증 발급,출생신고 시 또는 만 2세 이하 유아가정에 신청을 통한 탄생증 발급,"출산 자녀 1인당 복지포인트 250P (250,000원)지급"
부산,847.0,출산직원 축하 물품 지원,출산 직원 1인당 10만원 상당의 육아용품 물품교환권 지급,임신 출산 분만 양육전반에 관한 종합 정보를 제공하기 위한 건강교실 운영
부산,848.0,출산축하 포인트 지급,"출산 자녀 1인당 복지포인트 250P (250,000원)지급",산후우울증 척도검사로 점수가 높을경우 전문가와 상담을 권유하고 사전에 예방하기 위함
부산,850.0,임산부 산후우울 검사,산후우울증 척도검사로 점수가 높을경우 전문가와 상담을 권유하고 사전에 예방하기 위함,저소득 주민 출산 1인당 300천원 지원
부산,851.0,영유아 건강교실,"영아 부모를 대상으로 베이비마사지, 구강, 이유식 등 양육전반에 관한 건강교실 운영",대상자 선정 후 7만원 상당 위생 용품 1세트(1년 사용분)지원
부산,852.0,저소득주민 출산 특별생계비 지원,저소득 주민 출산 1인당 300천원 지원,연1회 복지의 달과 연계하여 저소득 한부모가족 25세대에 30만원 지원
부산,853.0,부자가족 위생용품 지원,대상자 선정 후 7만원 상당 위생 용품 1세트(1년 사용분)지원,저소득층 결혼이민자 가족 고국방문 왕복항공권 지급
부산,854.0,저소득 한부모가족 생활안정지원금,연1회 복지의 달과 연계하여 저소득 한부모가족 25세대에 30만원 지원,영유아마라톤 대회 및 체험 프로그램 운영
부산,866.0,임산부 건강교실(모유수유클리닉),임산부를 대상으로 임산 ․ 출산 ․ 육아관련 정보 제공 및 모유수유에 대한 체계적인 교육 실시,시차출퇴근제 및 생후 2년미만의 유아를 가진 여성공무원 육아시간 제공
부산,871.0,육아 여직원 유연근무제 실시,시차출퇴근제 및 생후 2년미만의 유아를 가진 여성공무원 육아시간 제공,다자녀직원 및 출산직원 복지포인트 지급
부산,878.0,어린이집 원아와 종사자가 함께하는 가을 운동회 지원,보육시설 가을운동회 지원,어린이 놀이터 2개소 정비
부산,880.0,어린이 놀이시설 정비,어린이 놀이터 2개소 정비,모범 다문화가족 발굴 표창
부산,882.0,모범 다문화가족상 시상,모범 다문화가족 발굴 표창,가족 사랑의 날 실시 주2회(수. 금요일)
부산,883.0,유연근무제 활성화,시차출퇴근제 자율 실시,"자녀양육비 연 2,049명 204,900천원 지원 • 월10만원씩 1년간 총120만원 지원"
부산,884.0,가족 사랑의 날 활성화 추진,가족 사랑의 날 실시 주2회(수. 금요일),"건강보험료 연6,500명 145,600천원 지원 • 매월 3만원상당 보험료 지원 60회"
부산,885.0,셋째이상 출생아 양육비 지원,"자녀양육비 연 2,049명 204,900천원 지원 • 월10만원씩 1년간 총120만원 지원",장애등급 1급 및 2급 : 100만원 이내 지급 • 장애등급 3급 및 4급 : 80만원 이내 지급 • 장애등급 5급 및 6급 : 60만원 이내 지급
부산,886.0,셋째이상 출생아 건강보험료 지원,"건강보험료 연6,500명 145,600천원 지원 • 매월 3만원상당 보험료 지원 60회","2015년 지원실적: 410명(남 144명, 여 266명) • 건강행태, 혈액검사, 흉부PA"
부산,887.0,장애인가정 출산지원금 지원,장애등급 1급 및 2급 : 100만원 이내 지급 • 장애등급 3급 및 4급 : 80만원 이내 지급 • 장애등급 5급 및 6급 : 60만원 이내 지급,"2015년 지원실적: 1,272명 • 산후조리비용(50만원,1회)+기장미역"
부산,888.0,마더세이프 프로그램 운영,"2015년 지원실적: 410명(남 144명, 여 266명) • 건강행태, 혈액검사, 흉부PA","2015년 지원실적: 372명 • 산모, 신생아도우미 지원: 12일간"
부산,889.0,산후조리비용지원,"2015년 지원실적: 1,272명 • 산후조리비용(50만원,1회)+기장미역","추진기간: 연중 • 추진기관: 관내어린이집 179개소 지원내용 : 쌀, 찹쌀, 흑미 및 농수축산물을 월별 아동현원에 맞춰 지급"
부산,893.0,산모 ․ 신생아도우미 지원사업,"2015년 지원실적: 372명 • 산모, 신생아도우미 지원: 12일간",사업대상 : 관내어린이집 190개소 • 사업시행 주체 : 인재양성과 하 ․ 동절기 어린이집별(현원에 따라 차등지원) 냉 난방비 지급 • 사업시행 절차 및 방식 - 보조금 교부 신청 ⇒ 어린이집 현원 확인 및 지원(군)
부산,894.0,어린이집 쌀 급간식 지원,"추진기간: 연중 • 추진기관: 관내어린이집 179개소 지원내용 : 쌀, 찹쌀, 흑미 및 농수축산물을 월별 아동현원에 맞춰 지급",보육교직원 교통비 지급 • 관내 어린이집 : 190개소 • 지원인원: 950명 • 지원기준: 보육교사 1인당 월50천원 지급
부산,895.0,어린이집 냉난방지 지원,사업대상 : 관내어린이집 190개소 • 사업시행 주체 : 인재양성과 하 ․ 동절기 어린이집별(현원에 따라 차등지원) 냉 난방비 지급 • 사업시행 절차 및 방식 - 보조금 교부 신청 ⇒ 어린이집 현원 확인 및 지원(군),"유･초･중등교사 및 교직원, 지방공무원, 교육실무직원, 사립학교직원을 대상으로 저출산․ 고령사회대비 연수를 실시함으로써 교직원의 인식전환을 통한 학교교육 강화"
부산,896.0,어린이집 보육교직원 처우개선비,보육교직원 교통비 지급 • 관내 어린이집 : 190개소 • 지원인원: 950명 • 지원기준: 보육교사 1인당 월50천원 지급,"방과후 학교자유수강권 지원 60,943명, 17,472,579천원 지원 • 방과후 어린이집보육료 지원 150명, 136,800천원 지원"
부산,897.0,저출산ㆍ고령사회 대비 학교인구교육 강화,"유･초･중등교사 및 교직원, 지방공무원, 교육실무직원, 사립학교직원을 대상으로 저출산․ 고령사회대비 연수를 실시함으로써 교직원의 인식전환을 통한 학교교육 강화",구강보건실이 설치된 학교(15교)에 구·군 보건소에서 출장 진료
부산,898.0,저소득층 학생 자유수강권 지원,"방과후 학교자유수강권 지원 60,943명, 17,472,579천원 지원 • 방과후 어린이집보육료 지원 150명, 136,800천원 지원",학교별 지정 의료기관에서 학년별로 정해진 종목별로 건강검진 실시
부산,899.0,학교-보건소 연계를 통한 학생건강관리 강화,구강보건실이 설치된 학교(15교)에 구 ․ 군 보건소에서 출장 진료,"후기 일반고 배정시 다자녀가정 배정을 희망하는 지원자에 대하여 우선 배정 • 세자녀 이상 가정의 셋째 이후 자녀에게 국제중, 외고, 국제고, 자사고, 과학고 등 사회통합 전형지원 기회 부여"
부산,900.0,학생대상 질병 예방프로그램 운영 내실화,학교별 지정 의료기관에서 학년별로 정해진 종목별로 건강검진 실시,"초등학교 학령이하 1자녀 이상을 포함 3자녀 이상을 둔 교사에게 전보가산점 부여 (초등2점, 중등2.5점) • 만2세 미만 자녀양육 교사 전보 가산점 2점 부여(초등) • 근무교의 교내어린이집 또는 공립유치원에 셋째자녀를 위탁보육·교육시키는 교사전 보유예기간 1년추가 연장 허용(초등) • 임신중 또는 영유아양육여 교사에게 전보 가산점 2점 부여(고교)"
부산,902.0,다자녀 교사 인사 우대,"초등학교 학령이하 1자녀 이상을 포함 3자녀 이상을 둔교사에게 전보가산점 부여 (초등2점, 중등2.5점) • 만2세 미만 자녀양육 교사 전보 가산점 2점 부여(초등) • 근무교의 교내어린이집 또는 공립유치원에 셋째자녀를 위탁보육･교육시키는 교사전 보유예기간 1년추가 연장 허용(초등) • 임신중 또는 영유아양육여 교사에게 전보 가산점 2점 부여(고교)","양성평등 교육활성화 추진･운영 • 성교육 및 성폭력 예방 교육 내실화 • 직장내 성희롱 예방, 성매매 ․ 성폭력 예방교육 및 성희롱 고충상담원 직무연수 실시"
부산,907.0,양성평등과 성 가치관 교육 강화,"양성평등 교육활성화 추진･운영 • 성교육 및 성폭력 예방 교육 내실화 • 직장내 성희롱 예방, 성매매 ․ 성폭력 예방교육 및 성희롱 고충상담원 직무연수 실시","노인회관 건립 설계비 - 송상현광장 인근,2,286㎡(지하2~지상5)"
부산,908.0,사이버스쿨을 활용한 원스톱 통합학습지원서비스 운영,원스톱 통합학습지원 교육플랫폼 구축을 통한 교육기회 확대 • 원스톱 통합학습지원 서비스 고품격 교과 콘텐츠 확충 • 원스톱 통합학습지원서비스 학습 품질관리 지원체제 강화,"노인복지관 신축(3), 기능보강(2)"
부산,911.0,부산광역시 노인회관 건립,"노인회관 건립 설계비 - 송상현광장 인근,2,286㎡(지하2~지상5)","재가노인지원서비스센터, 노인주야간보호센터 운영비 지원"
부산,912.0,노인복지관 기능보강,"노인복지관 신축(3), 기능보강(2)",시설 입소자중 등급외 판정자에 대하여 지속적인 시설보호를 위한 지원
부산,914.0,노인장기요양보험 등급외자 부담금,시설 입소자중 등급외 판정자에 대하여 지속적인 시설보호를 위한 지원,노인대학(3개소) 운영비 지원
부산,915.0,노인장기요양기관 인증제 운영,노인장기요양시설 중 운영평가 우수기관 선정,구군 소재 노인교실(171개소) 운영비 지원
부산,916.0,시위탁 노인대학 운영비,노인대학(3개소) 운영비 지원,"독거노인 설, 추석 명절위로금 지원"
부산,917.0,구군 노인교실 운영비,구군 소재 노인교실(171개소) 운영비 지원,"영세독거노인 대상 상담, 교육, 위문공연 등"
부산,918.0,무의탁 독거노인 명절위로금 지원,"독거노인 설, 추석 명절위로금 지원","저소득 노인에 대한 경로식당(82), 밑반찬 등 배달(65) 사업지원"
부산,920.0,노인급식지원,"저소득 노인에 대한 경로식당(82), 밑반찬 등 배달(65) 사업지원",부산 실버영상제 운영지원
부산,921.0,어르신상담센터 운영지원,노인가족에 대한 전문적인 종합상담 및 건전문화조성,"부산만의 특화된 노인일자리 발굴, 일자리 창출(500개)"
부산,923.0,부산특화노인일자리사업,"부산만의 특화된 노인일자리 발굴, 일자리 창출(500개)",취업희망 노인에 대한 취업교육 등
부산,939.0,복지 재활 시니어 전시회 개최,"고령친화산업 특화발전, 마케팅 기회 및 정보교류의 장 제공","50+프라임센터 설치, 50+일자리센터 설치 등 2016년 1차추경에 확보예정"
부산,941.0,베이비부머 노후복지,"50+프라임센터 설치, 50+일자리센터 설치 등 2016년 1차추경에 확보예정",말기암 환자 가족 대상 프로그램 운영
부산,944.0,정보취약계층(고령자) 집합정보화 교육,고령층 집합 정보화과정 교육,월 5천원 미만인 노인세대 대상으로 심사후 보험료 지원
부산,946.0,저소득 노인세대 건강보험료 지원,월 5천원 미만인 노인세대 대상으로 심사후 보험료 지원,효도가정 표창 및 자택 표지판 부착
부산,963.0,경로당 내 에코가든사업 지원,경로당 어른신으로 하여금 직접 텃밭 및 여유공간을 가꾸시게 하여 치매예방 및 사회적 역할 제고,만 65세 이상 국민건강보험료 1만원 미만 저소득 노인세대 건강보험료 지원
부산,964.0,이동 노인 복지관 운영,복지관 접근이 어려운 노인들에게 다양한 복지 서비스를 제공,추억의 영화 및 최근 영화상영(노인복지관) 차별화된 노인대학인 행복시니어아카데미 운영(주2회2학기제)
부산,965.0,저소득노인 건강보험료 지원,만 65세 이상 국민건강보험료 1만원 미만 저소득 노인세대 건강보험료 지원,"등록요건에 미달된 경로당에 대해 운영비, 난방비 지원"
부산,966.0,실버영화관 및 행복시니어아카데미 운영,추억의 영화 및 최근 영화상영(노인복지관) 차별화된 노인대학인 행복시니어아카데미 운영(주2회2학기제),건강한 경로당 문화 조성에 기여
부산,975.0,치매에 대한 대응체계 강화,치매예방 및 조기발견을 위한 치매 조기 검진 • 치매상담센터운영을 통한 치매환자등록 ․ 관리,"노인의 능력과 적성에 맞는 일자리 제공 (동래구노인복지관, 동래종합, 사직종합 사회복지관, 대한노인회동래구지회, 부산 동래시니어클럽 5개 수행기관)"
부산,977.0,노인가족의 건강과 취업지원(노인사회활동 지원사업),"노인의 능력과 적성에 맞는 일자리 제공 (동래구노인복지관, 동래종합, 사직종합 사회복지관, 대한노인회동래구지회, 부산 동래시니어클럽 5개 수행기관)",노인관련 행사 지원
부산,981.0,노후경로당 신설(이전) 및 개보수,노후 경로당 신설(이전) 및 개보수를 통하여 쾌적하고 편안한 여가시간을 보낼 수 있도록 지원,"월 건강보험료 1만원 미만 저소득 노인, 장애인, 한부모 세대 국민건강보험료 지원"
부산,983.0,저소득노인세대 국민건강보험료 지원,"월 건강보험료 1만원 미만 저소득 노인, 장애인, 한부모 세대 국민건강보험료 지원",만 65세 이상 독거노인 대상 주1~2회 안부 확인 및 서비스 연계
부산,984.0,소외계층지원 강화(노인일자리),노인일자리 사업으로 소외계층 지원,독거노인 멘토링 대상자에 주3회 건강음료 배달 및 안전 확인
부산,985.0,독거노인 멘토링 사업,만 65세 이상 독거노인 대상 주1~2회 안부 확인 및 서비스 연계,시범지역(반송동)내 독거노인 중 생활 형편이 어려워 주거공간이 없는 어르신을 모집 그룹홈에 입소하여 공동생활 영위
부산,986.0,독거노인 건강음료 배달사업,독거노인 멘토링 대상자에 주3회 건강음료 배달 및 안전 확인,어버이의 은혜에 감사하고 어른과 노인을 공경하는 경로효친의 전통적 미덕을 고취 하기 위하여 개최
부산,987.0,저소득노인세대 국민건강보험료 지원,관내 거주하는 생활에 어려움을 겪고 있는 노인세대의 건강증진과 복지향상을 위해 국민건강보험료를 지원하여 행복도시 해운대를 구현,노인의 날 및 경로의 달 10월을 맞이하여 어르신의 노고에 감사하고 어르신에 대한 사회적 관심과 공경의식을 높이기 위하여 개최
부산,992.0,효행대상 시상식 개최,어버이의 은혜에 감사하고 어른과 노인을 공경하는 경로효친의 전통적 미덕을 고취 하기 위하여 개최,"다대3지구 경로당 외 3개소 신축 및 리모델링, 개보수 등"
부산,993.0,노인의 날 기념행사 개최,노인의 날 및 경로의 달 10월을 맞이하여 어르신의 노고에 감사하고 어르신에 대한 사회적 관심과 공경의식을 높이기 위하여 개최,경로당 순회 프로그램 지원(비예산 사업)
부산,994.0,경로당 확충 및 개보수,"안양원, 재송경로당 리모델링 공사 소규모 경로당 보수","저소득 노인세대 연 4,200여 세대 지원"
부산,995.0,노인여가복지시설(경로당) 인프라 확충,"다대3지구 경로당 외 3개소 신축 및 리모델링, 개보수 등",경작활동을 통한 여가 활용 기회 제공
부산,997.0,저소득 노인세대 국민건강보험료 지원,"저소득 노인세대 연 4,200여 세대 지원",노인관련 각종 행사 지원으로 노인복지 증진
부산,1008.0,노인 민속장기바둑대회 지원,"장기바둑대회를 통해 노인들의 여가 및 사회참여 유도, 친목 및 화홥 도모",경로의 달을 맞이하여 경로당 이용 어르신들을 위로·격려코자 위로금을 지급함으로써 경로효친사상 고취(개소당 10만원 지원)
부산,1010.0,경로당 현대화사업,노후화된 경로당 시설의 개보수를 통해 경로당 현대화사업 추진,수영구 어르신 올림픽대회 개최(연 1회 10월 예정)
부산,1011.0,경로의 달 경로당 위로금 지급,경로의 달을 맞이하여 경로당 이용 어르신 들을 위로․ 격려코자 위로금을 지급함으로써 경로효친사상 고취(개소당 10만원 지원),노인신문 구독비 지원(주1회 배달)
부산,1016.0,수영구 어르신 올림픽대회 지원,수영구 어르신 올림픽대회 개최(연 1회 10월 예정),티비체널이나 on/off 변동이 없을 시 위기사항으로 간주하고 독거노인생활 관리사에게 즉각 통보
부산,1018.0,경로당 개보수비,노후된 경로당 시설 개 ․ 보수 지원,취업을 희망하시는 만60세 이상 어르신들 에게 취업정보 및 취업연계 서비스 제공
부산,1020.0,저소득세대 국민건강보험료 지원,지역건강보험료 본인부담금 1만원 이하 대상자에게 건강보험료 지원,관내 노인교실(12개소) 프로그램 운영 지원
부산,1021.0,실버 취업 이동상담소 운영,취업을 희망하시는 만60세 이상 어르신들 에게 취업정보 및 취업연계 서비스 제공,건강보험료(장기요양보험료포함) 1만원 이하 납부하는 65세 이상 노인세대의 보험료 지급
부산,1023.0,노인교실 운영,관내 노인교실(12개소) 프로그램 운영 지원,암종합검진 및 뇌혈관검진 비용 지원 사업대상 : 만 40세 이상 기장군민
부산,1024.0,저소득층 노인 건강보험료 지원,건강보험료(장기요양보험료포함) 1만원 이하 납부하는 65세 이상 노인세대의 보험료 지급,노후경로당 개보수
부산,1025.0,굿모닝 콜 3.0,독거노인 정서적 지원 및 고독사 방지,"대상: 관내 노인 5,000여명 • 시상, 경로위안공연, 실버노래자랑 등"
부산,1026.0,기장군민 건강 증진 사업,암종합검진 및 뇌혈관검진 비용 지원 사업대상 : 만 40세 이상 기장군민,"만85세 이상, 기장군 거주자에게 월 3만원 지급"
부산,1027.0,노후경로당 유지보수,노후경로당 개보수,"만65세 이상 어르신 고용 통한벽보, 전단 제거"
